Year,Category,Economic sectors,Source,Type,Fuel type,Gas,MMTCO2e
2022,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2022,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2022,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001727188959567
2022,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000735761565117
2022,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2022,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.010967760829925
2022,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.042417488026984
2022,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.225837054332634
2022,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2022,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.297616609869863
2022,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.658271547554494
2022,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2022,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0007927061067
2022,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000351086171241
2022,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000782745789871
2022,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2022,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00110836983599
2022,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.001472676892788
2022,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.004924994483247
2022,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.17411745739158
2022,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2022,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.263175418726536
2022,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.89373684797442
2022,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2022,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000679712362667
2022,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000476670530904
2022,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000125730566471
2022,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2022,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000950380820283
2022,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.001999456924934
2022,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000791089973604
2022,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.279863852038817
2022,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.035681068488603
2022,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.177272703122921
2022,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.044970798331145
2022,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.348544566434402
2022,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000103277603854
2022,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000246608907519
2022,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.009362583736285
2022,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.03063389626603
2022,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.081915531657423
2022,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.092489140440271
2022,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.228146937479436
2022,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2022,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.861093223735709
2023,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,0.196673542839103
2023,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.091183127144322
2023,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.620498842765980
2023,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.000948830139131
2023,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000220249260426
2023,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000864285774344
2023,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000053066562591
2023,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000092386434742
2023,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000725071958342
2023,Projection,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.00908089209937
2023,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.12567179044513
2023,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.002820793997059
2023,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002011472229447
2023,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,5.016957776579590
2023,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.053700109488715
2023,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.06290768441589
2023,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000724357480311
2023,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005515539294001
2023,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000251514443863
2023,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.122144460519781
2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,1.897395264412700
2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.717912789413330
2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.004113734559715
2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000905627506614
2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001725559798538
2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000759754619643
2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2023,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.011115487021264
2023,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.041884334546346
2023,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.226342963901384
2023,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2023,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.288660001363755
2023,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.657771787983735
2023,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2023,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000769982105805
2023,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00035081962672
2023,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000753109354959
2023,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2023,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00107659690409
2023,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.001471558836911
2023,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.004738523626002
2023,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.187175612089526
2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.265139404015661
2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.897758025428383
2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000685128788866
2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000478815207826
2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000122132019806
2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000957954123135
2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002008453052961
2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000768448111194
2023,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.287376554365401
2023,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.035701847981438
2023,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.178383018925278
2023,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.045162980789487
2023,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.348023934645813
2023,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00010376134424
2023,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000248461963781
2023,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.00942989616322
2023,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.030963710293684
2023,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.082806608086709
2023,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.09347545099273
2023,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.227203706488292
2023,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2023,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.861093223735709
2024,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,0.18052416072177
2024,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.088839841461316
2024,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.550273950221690
2024,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.000870919199713
2024,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000214580219875
2024,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000826831643536
2024,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000048709127501
2024,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000090008481491
2024,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000693650707664
2024,Projection,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.00902660543948
2024,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.175509220436400
2024,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.002886928912139
2024,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002058632194059
2024,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.951036130875510
2024,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.05551330698841
2024,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.062424893106246
2024,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000731961796475
2024,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005543260413602
2024,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000255146247848
2024,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.118890782465139
2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,1.886848467807170
2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.762807216775860
2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.004090091432583
2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000929294382234
2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001715642379439
2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000779609381069
2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2024,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.011263213212604
2024,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.041310760282556
2024,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.226848873470134
2024,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2024,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.279900186946761
2024,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.65715844669235
2024,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2024,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00074776151832
2024,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000350492503899
2024,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000723472920048
2024,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2024,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00104552785
2024,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.001470186677427
2024,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.004552052768758
2024,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.198655262109368
2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.26690044885977
2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.900239091917479
2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000690044441814
2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000480138473486
2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00011853347314
2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000964827239673
2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002014003663953
2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000745806248784
2024,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.292822240366044
2024,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.035722627474272
2024,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.179493334727635
2024,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.04535516324783
2024,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.347503302857224
2024,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000104245084626
2024,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000250315020042
2024,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.009497208590155
2024,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.031293524321337
2024,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.083697684515994
2024,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.094461761545188
2024,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.22629746011332
2024,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2024,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.861093223735709
2025,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,0.170556593447956
2025,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.069667375555407
2025,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.484312910049740
2025,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.000822831754362
2025,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000168707053571
2025,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000791651619227
2025,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000046019673063
2025,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000070766381531
2025,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000664137264452
2025,Projection,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.008972318779589
2025,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.224468094753570
2025,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.00295189797246
2025,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002104960802509
2025,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.881364831823070
2025,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.058296953637813
2025,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.061942101796602
2025,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00073956611264
2025,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005570981533203
2025,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000258778051834
2025,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.116785292049307
2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,1.909724019269790
2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.786247255208030
2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.004139626151876
2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000941651204822
2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00173642036572
2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000789975842971
2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2025,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.011410939403944
2025,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.040574138281867
2025,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.227425699299178
2025,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2025,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.271377104464117
2025,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.656138883717781
2025,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2025,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000726095948625
2025,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000349948724569
2025,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000693836485136
2025,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2025,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001015234827495
2025,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.001467905723862
2025,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.004365581911513
2025,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.208762580810778
2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.268779831018572
2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.901087560360266
2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00069525034948
2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000480591000317
2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000114934926474
2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000972106193344
2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002015901846967
2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000723164386375
2025,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.297269032319097
2025,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.035743406967107
2025,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.180603650529992
2025,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.045547345706172
2025,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.346982671068635
2025,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000104728825012
2025,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000252168076303
2025,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.00956452101709
2025,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.031623338348991
2025,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.08458876094528
2025,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.095448072097647
2025,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.225426748166976
2025,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2025,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.861093223735709
2026,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,0.183518586648963
2026,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.048495468594254
2026,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.409758302596810
2026,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.000885365482258
2026,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000117501590636
2026,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000751888254432
2026,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000049517085137
2026,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000049287579965
2026,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00063077873694
2026,Projection,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.008890279723053
2026,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.276887912801530
2026,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.003021459749938
2026,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002154564418999
2026,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.825297154301950
2026,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.061447547765941
2026,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.061459310486957
2026,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000747170428805
2026,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005598702652803
2026,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000262409855819
2026,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.114447320222991
2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,1.959297381933470
2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.777139259907400
2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.004247469950449
2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000936849767214
2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00178165685841
2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000785947791287
2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2026,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.011558665595283
2026,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.03975631480814
2026,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.228112868789987
2026,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2026,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.263128748359472
2026,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.655526878681932
2026,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2026,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000705053547408
2026,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000349622314433
2026,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000664200050225
2026,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2026,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000985813125571
2026,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.001466536553832
2026,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.004179111054268
2026,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.21954461529056
2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.270203889537869
2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.902756349003661
2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
