Year,Category,Economic sectors,Source,Type,Fuel type,Gas,MMTCO2e
2038,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000308562831288
2038,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2038,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000781713921547
2038,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.001496182971273
2038,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.001941460767333
2038,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.326249665779532
2038,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2038,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.28624933161162
2038,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.973279759191282
2038,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2038,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000746730416517
2038,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000519094385091
2038,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000068153819821
2038,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2038,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001044086152849
2038,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002177409333433
2038,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00042882017505
2038,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.333845556283114
2038,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.03601354037396
2038,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.195037755960631
2038,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.048045717664622
2038,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.340214457816977
2038,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000111017450031
2038,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000276257807699
2038,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.010439582567241
2038,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.035910920708484
2038,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.096172754525994
2038,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.10827010927961
2038,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.216775835118364
2038,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2038,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.861093223735709
2039,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,0.139273686365218
2039,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.012735873622953
2039,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.114968402052710
2039,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.000671910767984
2039,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000030859812312
2039,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000594663385931
2039,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000037578902013
2039,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000012944552144
2039,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000498878679472
2039,Projection,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.008562123496909
2039,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.173359890334440
2039,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.002884076723256
2039,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002056598334537
2039,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.456781846449620
2039,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.069759254335922
2039,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.060297152070273
2039,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000779648347552
2039,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005724455625926
2039,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00027830749538
2039,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.096852189744452
2039,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2039,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.413100207394220
2039,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.976407283408650
2039,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2039,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.005232477601031
2039,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.001041897360074
2039,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2039,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2039,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.002194831208486
2039,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000874074966505
2039,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2039,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.013479106082699
2039,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.032439071806478
2039,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.246550368861678
2039,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2039,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.200638251259196
2039,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.669768690193015
2039,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2039,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00055026490164
2039,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000357218120592
2039,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000278926396377
2039,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2039,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000769386048154
2039,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.001498398156846
2039,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.001754989910088
2039,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.335148232446606
2039,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2039,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.287510651854984
2039,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.978933534691556
2039,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2039,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000750458723198
2039,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000522109800842
2039,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000064555273156
2039,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2039,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001049299109616
2039,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002190057889439
2039,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000406178312641
2039,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.336546452282892
2039,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.036034319866794
2039,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.196148071762988
2039,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.048237900122964
2039,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.339693826028388
2039,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000111501190417
2039,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.00027811086396
2039,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.010506894994176
2039,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.036240734736138
2039,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.09706383095528
2039,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.109256419832068
2039,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.216278471428254
2039,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2039,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.861093223735709
2040,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,0.137610873408053
2040,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.012597485116184
2040,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.119486514790310
2040,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.000663888707534
2040,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00003052448837
2040,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000597073101053
2040,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000037130240914
2040,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000012803896128
2040,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000500900252561
2040,Projection,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.008562123496909
2040,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.1986053953825
2040,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.002917577835428
2040,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002080487550431
2040,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.453204704881030
2040,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.070525074493302
2040,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.060297152070273
2040,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000779648347552
2040,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005724455625926
2040,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00027830749538
2040,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.095492005736927
2040,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2040,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.436031375794230
2040,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.99948300202879
2040,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2040,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.005282191737488
2040,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.001054062125158
2040,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2040,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2040,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.002215684453644
2040,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00088428030634
2040,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2040,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.013626832274039
2040,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.031879134675746
2040,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.248498104823075
2040,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2040,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.197473192768855
2040,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.671137015862686
2040,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2040,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000542623666034
2040,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000357947910938
2040,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000249289961465
2040,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2040,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000758701993895
2040,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.001501459357961
2040,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.001568519052843
2040,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.344046799113684
2040,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2040,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.288947375138646
2040,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.985041703244128
2040,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2040,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000754622570924
2040,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000525367565086
2040,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00006095672649
2040,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2040,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001055121044356
2040,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002203723007912
2040,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000383536450231
2040,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.339247348282671
2040,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.036055099359629
2040,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.197258387565345
2040,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.048430082581306
2040,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.339173194239798
2040,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000111984930803
2040,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000279963920222
2040,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.010574207421111
2040,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.036570548763791
2040,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.097954907384566
2040,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.110242730384527
2040,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.215800609647378
2040,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2040,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.861093223735709
2041,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,0.137174879644039
2041,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.012337232103454
2041,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.115556342446970
2041,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.00066178530299
2041,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000029893879166
2041,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000594976961298
2041,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000037012600838
2041,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000012539378845
2041,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000499141746055
2041,Projection,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.008562123496909
2041,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.234365147285800
2041,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.002965031489355
2041,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002114326145932
2041,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.451645550721450
2041,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.070893175894916
2041,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.060297152070273
2041,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000779648347552
2041,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005724455625926
2041,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00027830749538
2041,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.094131821729402
2041,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2041,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.472010103656280
2041,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,2.018949610932150
2041,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2041,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.005360370811262
2041,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.001064324285491
2041,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2041,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2041,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.002248477689288
